Date,Campaign_Name,Impressions,Clicks,Spend_IDR,Conversions,Revenue_IDR
2025-02-10,Retargeting Web,21613,689,1903018,26,5131984
2025-04-18,Launching Produk Baru,39011,1362,1923144,24,5505936
2025-04-25,Lookalike Audience,20376,491,857286,17,2571250
2025-01-18,Lookalike Audience,14062,433,1069510,15,4151955
2025-01-24,Retargeting Web,26556,1353,1388178,39,17805216
2025-01-17,Flash Sale Akhir Bulan,33873,1476,3527640,51,24640956
2025-02-26,Flash Sale Akhir Bulan,42675,412,865612,14,4121964
2025-06-05,Launching Produk Baru,36287,1287,3229083,40,18803120
2025-05-05,Flash Sale Akhir Bulan,4044,63,155547,1,189622
2025-01-04,Launching Produk Baru,43083,739,698355,23,11264963
2025-06-17,Flash Sale Akhir Bulan,41284,658,1417990,21,6673632
2025-05-27,Lookalike Audience,9981,81,177633,2,735434
2025-04-11,Retargeting Web,15623,1133,2031469,50,19928850
2025-04-24,Promo Diskon 50%,12781,221,329953,6,1300920
2025-04-22,Launching Produk Baru,9888,258,302634,1,362048
2025-05-14,Retargeting Web,3833,300,701700,15,6753630
2025-03-12,Lookalike Audience,9959,333,506160,5,1736700
2025-01-12,Retargeting Web,44473,1587,1585413,56,24751608
2025-01-16,Lookalike Audience,41834,1346,2970622,31,12069943
2025-03-12,Flash Sale Akhir Bulan,14102,170,161330,6,1959204
2025-05-06,Launching Produk Baru,36570,1124,2757172,21,10251255
2025-04-07,Retargeting Web,41461,1434,2109414,41,13349928
2025-03-17,Promo Diskon 50%,5979,44,86944,0,0
2025-05-14,Retargeting Web,2241,119,356524,2,492396
2025-01-02,Retargeting Web,14722,582,1379922,18,4789962
2025-03-04,Promo Diskon 50%,8486,319,855877,6,2561742
2025-01-13,Launching Produk Baru,1435,10,24280,0,0
2025-05-31,Promo Diskon 50%,9291,241,401747,4,1514432
2025-03-14,Retargeting Web,40910,3243,4082937,114,31121430
2025-05-10,Flash Sale Akhir Bulan,3494,114,209304,1,183972
2025-03-03,Launching Produk Baru,11166,190,371450,3,1136937
2025-02-02,Promo Diskon 50%,39106,1594,2147118,35,14740565
2025-06-15,Retargeting Web,43790,2838,5040288,62,28677542
2025-04-09,Promo Diskon 50%,16407,694,1697524,11,3743993
2025-02-09,Promo Diskon 50%,31326,764,1773244,11,2180024
2025-05-10,Lookalike Audience,40711,1465,3136565,11,4133866
2025-01-12,Retargeting Web,19386,1306,1636418,73,32314618
2025-03-05,Promo Diskon 50%,9023,136,152048,3,940587
2025-01-26,Launching Produk Baru,25024,1247,3258411,39,16556670
2025-03-23,Retargeting Web,13117,433,497950,24,11500848
2025-06-20,Launching Produk Baru,44474,864,2255040,25,5303850
2025-03-02,Flash Sale Akhir Bulan,5053,101,123018,2,438658
2025-04-06,Promo Diskon 50%,31979,1159,3325171,6,1810962
2025-03-03,Flash Sale Akhir Bulan,34778,810,2246130,12,1836504
2025-04-29,Lookalike Audience,41035,1189,2584886,8,2677712
2025-06-13,Retargeting Web,11496,749,2099447,24,4482360
2025-01-16,Lookalike Audience,41337,755,1442050,25,5737150
2025-02-12,Promo Diskon 50%,44465,1348,2683868,15,2858670
2025-04-23,Promo Diskon 50%,28183,1308,3114348,44,17100952
2025-05-02,Flash Sale Akhir Bulan,15811,546,445536,18,4309542
2025-04-10,Launching Produk Baru,20067,538,1037802,3,1132191
2025-05-23,Retargeting Web,12037,593,949393,26,7211672
2025-06-26,Promo Diskon 50%,13258,135,302400,3,494412
2025-05-11,Flash Sale Akhir Bulan,24059,906,1912566,23,4328899
2025-01-17,Launching Produk Baru,38957,868,1746416,14,5549810
2025-02-21,Launching Produk Baru,9545,312,448968,11,3882615
2025-06-13,Flash Sale Akhir Bulan,9517,343,628719,13,2465450
2025-03-12,Promo Diskon 50%,18224,795,1184550,29,13126647
2025-02-24,Flash Sale Akhir Bulan,13927,490,1172080,5,1112230
2025-03-08,Lookalike Audience,11765,477,1171989,18,4938660
2025-02-11,Promo Diskon 50%,32204,1064,1265096,34,6492096
2025-01-22,Flash Sale Akhir Bulan,28856,440,762960,10,2926560
2025-03-17,Flash Sale Akhir Bulan,48653,898,2154302,26,10540322
2025-06-11,Flash Sale Akhir Bulan,2506,58,62988,0,0
2025-02-17,Flash Sale Akhir Bulan,14242,370,486550,4,695372
2025-01-13,Flash Sale Akhir Bulan,14249,129,327789,2,774056
2025-01-22,Lookalike Audience,30049,1105,3101735,31,12518451
2025-05-01,Launching Produk Baru,13905,282,748710,4,648304
2025-04-08,Flash Sale Akhir Bulan,33547,630,750960,21,9932937
2025-03-08,Promo Diskon 50%,23330,959,2747535,29,4461940
2025-04-30,Launching Produk Baru,31709,839,1233330,17,4037092
2025-05-29,Flash Sale Akhir Bulan,46718,369,713646,2,916786
2025-01-27,Retargeting Web,27390,2058,4043970,46,11151826
2025-02-20,Retargeting Web,16236,1087,2262047,45,11281950
2025-03-15,Flash Sale Akhir Bulan,6976,78,126204,0,0
2025-06-07,Lookalike Audience,13755,305,807030,7,2618147
2025-03-12,Retargeting Web,40881,2736,7575984,87,32283786
2025-01-02,Lookalike Audience,38104,1485,4279770,25,7318875
2025-06-11,Retargeting Web,43708,1630,2885100,81,36009603
2025-02-24,Retargeting Web,26577,952,1737400,47,17046806
2025-05-13,Retargeting Web,14003,947,1537928,49,7657426
2025-03-26,Lookalike Audience,18974,648,1082160,10,4263910
2025-01-07,Flash Sale Akhir Bulan,26593,504,554904,18,8796384
2025-05-21,Promo Diskon 50%,33623,534,998046,13,5020015
2025-04-19,Promo Diskon 50%,35021,248,302560,6,1288344
2025-05-04,Retargeting Web,19905,703,1271727,18,2869722
2025-06-27,Launching Produk Baru,10041,181,249418,5,1421790
2025-03-18,Launching Produk Baru,29716,1027,1990326,7,1301321
2025-01-31,Flash Sale Akhir Bulan,18557,473,470635,13,5621408
2025-01-24,Launching Produk Baru,14617,361,604314,7,2254147
2025-04-12,Launching Produk Baru,41835,475,904400,8,1858304
2025-02-09,Promo Diskon 50%,20637,182,511602,5,1558615
2025-03-15,Launching Produk Baru,39772,1568,2938432,21,7041783
2025-05-11,Promo Diskon 50%,15901,738,2146104,17,7602672
2025-02-18,Flash Sale Akhir Bulan,36592,1106,2850162,7,1957662
2025-01-05,Retargeting Web,37852,2944,6785920,124,44819924
2025-03-06,Flash Sale Akhir Bulan,15845,475,712975,6,1133952
2025-05-24,Flash Sale Akhir Bulan,9931,467,474005,4,1634976
2025-05-01,Promo Diskon 50%,28678,290,456170,9,1384605
2025-01-07,Launching Produk Baru,4307,212,462160,1,248548
2025-04-25,Launching Produk Baru,46753,1286,3135268,36,9115416
2025-03-10,Promo Diskon 50%,18418,394,1012974,3,1029069
2025-01-20,Flash Sale Akhir Bulan,25760,814,923890,14,4043256
2025-05-08,Launching Produk Baru,7998,255,424065,8,2390736
2025-01-25,Flash Sale Akhir Bulan,45078,2207,4846572,87,28414635
2025-03-24,Promo Diskon 50%,36276,733,778446,15,4254525
2025-01-06,Lookalike Audience,16576,399,853062,8,1375496
2025-04-15,Lookalike Audience,24343,504,1453536,17,3022753
2025-05-17,Flash Sale Akhir Bulan,23323,494,759772,10,4856860
2025-04-22,Flash Sale Akhir Bulan,3405,165,145035,5,1855855
2025-04-05,Retargeting Web,7093,257,755580,14,4886868
2025-01-15,Retargeting Web,26232,1513,3327087,83,40155400
2025-03-11,Promo Diskon 50%,9598,309,723060,11,3246914
2025-06-10,Lookalike Audience,49310,877,1668931,15,4773015
2025-06-09,Retargeting Web,22996,954,1645650,51,11668035
2025-06-08,Launching Produk Baru,24166,209,285912,4,735540
2025-06-06,Retargeting Web,43461,2978,4592076,80,25183760
2025-03-18,Launching Produk Baru,14306,136,172040,3,1071861
2025-05-05,Promo Diskon 50%,24572,790,1085460,16,7661744
2025-05-29,Flash Sale Akhir Bulan,5668,100,161200,2,358316
2025-04-03,Launching Produk Baru,48502,1368,3344760,54,15753258
2025-03-30,Lookalike Audience,48075,938,1297254,26,10958584
2025-03-13,Lookalike Audience,28243,403,637546,15,3833385
2025-04-29,Promo Diskon 50%,24603,133,121562,3,721131
2025-03-15,Promo Diskon 50%,31047,376,1065960,11,3361875
2025-05-26,Launching Produk Baru,40287,921,1568463,34,14089804
2025-01-05,Flash Sale Akhir Bulan,13422,273,300846,10,4468570
2025-02-03,Lookalike Audience,10215,236,598732,9,2826135
2025-01-06,Lookalike Audience,41695,1834,2318176,30,10567470
2025-02-05,Launching Produk Baru,19129,109,111180,3,576567
2025-04-15,Lookalike Audience,3839,99,152757,3,540105
2025-02-17,Promo Diskon 50%,39523,1576,3331664,25,9094650
2025-02-19,Lookalike Audience,26243,721,690718,22,4490156
2025-02-25,Flash Sale Akhir Bulan,33312,466,1061548,11,4044535
2025-05-12,Retargeting Web,42305,1635,3711450,96,27393024
2025-03-08,Retargeting Web,26809,1469,3765047,32,7554080
2025-04-17,Launching Produk Baru,19548,451,601183,12,5629572
2025-04-30,Lookalike Audience,47363,1262,3027538,48,7953120
2025-04-28,Retargeting Web,12094,469,577808,18,6656742
2025-04-10,Flash Sale Akhir Bulan,26174,651,1448475,8,1349880
2025-06-21,Flash Sale Akhir Bulan,4157,191,382955,3,973095
2025-05-18,Retargeting Web,46710,2321,5192077,125,46651750
2025-01-06,Flash Sale Akhir Bulan,14692,616,575960,12,2619876
2025-02-18,Retargeting Web,16662,961,974454,54,25024032
2025-06-13,Retargeting Web,32694,1554,2313906,32,15981440
2025-02-07,Lookalike Audience,37111,1037,2985523,26,6894628
2025-05-31,Lookalike Audience,27502,1171,3406439,40,15999040
2025-03-07,Retargeting Web,11469,421,499727,24,6553320
2025-05-27,Promo Diskon 50%,10278,271,513274,9,2643075
2025-06-10,Flash Sale Akhir Bulan,28785,580,504020,8,3280896
2025-05-25,Lookalike Audience,43634,802,1292824,31,7342350
2025-06-08,Promo Diskon 50%,22774,290,846220,3,1189581
2025-04-28,Retargeting Web,4440,215,283800,8,2291760
2025-02-19,Launching Produk Baru,6425,107,276595,2,544674
2025-03-04,Lookalike Audience,27155,1246,2305100,7,2563379
2025-03-03,Flash Sale Akhir Bulan,41502,1100,1129700,10,3029190
2025-03-25,Lookalike Audience,40727,566,512230,21,8864730
2025-05-13,Retargeting Web,29604,1499,1989173,86,17154162
2025-05-24,Launching Produk Baru,44043,348,495204,11,3379871
2025-04-08,Promo Diskon 50%,47081,683,1984798,8,2308152
2025-02-07,Lookalike Audience,24984,1180,1575300,19,9312489
2025-01-02,Flash Sale Akhir Bulan,44084,2157,4292430,72,14240736
2025-04-04,Retargeting Web,18767,789,1310529,37,12110100
2025-02-24,Launching Produk Baru,32480,925,1089650,31,11734647
2025-06-12,Lookalike Audience,21909,800,1689600,9,4392549
2025-06-28,Lookalike Audience,29180,606,924150,15,2955465
2025-03-03,Lookalike Audience,33532,226,376516,3,1404606
2025-03-03,Promo Diskon 50%,33358,319,502744,7,2447501
2025-02-26,Launching Produk Baru,20969,949,1366560,9,3955491
2025-06-29,Launching Produk Baru,8791,437,607430,10,4531130
2025-03-19,Launching Produk Baru,35401,831,1797453,16,3829424
2025-04-24,Launching Produk Baru,19757,896,1752576,35,14029855
2025-01-05,Promo Diskon 50%,40299,1153,2458196,22,10139690
2025-03-07,Launching Produk Baru,9481,404,1194628,14,4305364
2025-06-27,Lookalike Audience,44983,255,687480,5,826720
2025-03-25,Launching Produk Baru,37487,468,709020,7,1540497
2025-02-21,Flash Sale Akhir Bulan,19181,640,1872000,9,1576917
2025-04-27,Launching Produk Baru,47519,417,909060,14,5457690
2025-02-14,Lookalike Audience,9953,99,271854,1,416494
2025-05-25,Flash Sale Akhir Bulan,17415,748,1893936,25,10617900
2025-05-18,Lookalike Audience,34680,366,786168,3,571989
2025-02-09,Retargeting Web,22193,1421,2074660,45,14832180
2025-01-21,Launching Produk Baru,26662,231,230307,8,2890904
2025-06-10,Lookalike Audience,25461,358,482226,10,3035170
2025-06-29,Retargeting Web,22079,887,1844073,19,9183270
2025-04-04,Flash Sale Akhir Bulan,32804,350,452200,13,3032003
2025-05-19,Flash Sale Akhir Bulan,1614,34,48790,0,0
2025-01-04,Retargeting Web,22199,1616,4054544,37,11250960
2025-04-11,Lookalike Audience,14591,115,131675,0,0
2025-06-18,Lookalike Audience,45665,297,375408,4,1659352
2025-01-30,Retargeting Web,19330,986,2794324,25,5861700
2025-06-12,Flash Sale Akhir Bulan,41068,1188,1962576,30,8053770
2025-04-02,Lookalike Audience,7684,72,123264,2,336926
2025-06-27,Promo Diskon 50%,13672,346,736980,4,958384
2025-02-23,Launching Produk Baru,44097,1320,1432200,25,7103225
2025-02-16,Promo Diskon 50%,17804,304,680048,6,2146044
2025-02-07,Retargeting Web,30855,1071,2120580,28,10629108
2025-03-11,Promo Diskon 50%,4870,236,444624,3,1398294
2025-04-09,Launching Produk Baru,20361,779,741608,26,4900038
2025-02-15,Lookalike Audience,42253,1086,1099032,24,6021408
2025-01-14,Lookalike Audience,42965,993,944343,38,6195444
2025-05-14,Retargeting Web,40123,2571,6532911,82,33047558
2025-04-18,Promo Diskon 50%,46527,1052,2981368,31,13304332
2025-04-21,Flash Sale Akhir Bulan,4628,67,130583,1,447579
2025-05-15,Launching Produk Baru,24853,1124,2884184,35,7546490
2025-04-27,Flash Sale Akhir Bulan,45989,1622,4393998,33,14495646
2025-03-23,Retargeting Web,29804,1429,3916889,70,22550080
2025-02-06,Promo Diskon 50%,26876,381,589407,9,3704985
2025-06-18,Promo Diskon 50%,2100,31,48453,0,0
2025-01-26,Lookalike Audience,19243,625,1165625,19,4042231
2025-02-17,Flash Sale Akhir Bulan,26928,996,1907340,9,4492332
2025-06-24,Promo Diskon 50%,2499,31,39339,1,319441
2025-04-01,Promo Diskon 50%,49756,2238,6358158,28,7321832
2025-01-19,Launching Produk Baru,7294,50,130000,0,0
2025-06-15,Retargeting Web,39131,2177,5823475,44,21432576
2025-05-12,Lookalike Audience,16029,420,531300,13,2016079
2025-04-08,Launching Produk Baru,42194,1218,2885442,34,16431384
2025-02-18,Retargeting Web,19183,1105,2113865,45,10982430
2025-04-07,Launching Produk Baru,37580,678,989880,9,4190913
2025-06-10,Lookalike Audience,39351,388,780268,3,1464096
2025-05-11,Lookalike Audience,32272,413,591829,10,4183440
2025-03-11,Retargeting Web,47233,2380,2225300,104,51043824
2025-03-11,Promo Diskon 50%,10583,168,401016,6,1909488
2025-02-13,Flash Sale Akhir Bulan,16180,565,1669575,14,3088736
2025-05-18,Launching Produk Baru,2758,81,217728,2,321336
2025-03-07,Flash Sale Akhir Bulan,11398,385,618310,7,3264842
2025-06-01,Launching Produk Baru,7253,221,554931,4,1146004
2025-04-15,Launching Produk Baru,43241,291,373353,9,2654811
2025-04-11,Flash Sale Akhir Bulan,21555,1058,1610276,35,13396845
2025-03-28,Retargeting Web,20451,1413,2376666,60,18315840
2025-06-28,Lookalike Audience,2483,39,112125,0,0
2025-02-07,Flash Sale Akhir Bulan,43102,1068,3200796,16,3052704
2025-03-19,Promo Diskon 50%,14409,598,1025570,20,9483060
2025-05-29,Flash Sale Akhir Bulan,39925,1913,1761873,25,3810425
2025-06-18,Flash Sale Akhir Bulan,6950,202,471670,1,338151
2025-02-01,Promo Diskon 50%,33455,1139,2445433,15,4185855
2025-04-23,Lookalike Audience,47162,2235,2503200,81,36302013
2025-03-06,Launching Produk Baru,41322,2008,3825240,65,17919915
2025-06-01,Lookalike Audience,4838,141,300894,0,0
2025-06-08,Promo Diskon 50%,32951,752,1658912,12,4339584
2025-06-17,Retargeting Web,11859,371,762405,8,1306560
2025-04-10,Lookalike Audience,7758,103,266564,1,424058
2025-06-26,Lookalike Audience,23762,957,2588685,16,5415552
2025-03-01,Launching Produk Baru,46021,538,1226102,14,5497100
2025-06-12,Launching Produk Baru,23146,1099,1027565,13,5558709
2025-01-18,Lookalike Audience,23460,390,741390,11,4906616
2025-03-09,Flash Sale Akhir Bulan,7314,66,155694,1,348209
2025-04-05,Retargeting Web,11224,360,456480,7,2304806
2025-01-06,Promo Diskon 50%,30933,796,978284,14,5985336
2025-03-27,Lookalike Audience,24133,271,405145,6,2223570
2025-04-16,Retargeting Web,36467,1696,4463872,34,11504138
2025-05-09,Lookalike Audience,26848,1179,3300021,41,6567421
2025-03-23,Flash Sale Akhir Bulan,7091,85,144330,1,203940
2025-02-23,Flash Sale Akhir Bulan,43610,888,974136,19,6904486
2025-03-19,Flash Sale Akhir Bulan,13560,505,468135,9,3265722
2025-01-14,Launching Produk Baru,43330,2007,5607558,23,5442329
2025-05-08,Lookalike Audience,26592,554,721308,3,1389495
2025-03-10,Promo Diskon 50%,25281,383,830727,3,1033191
2025-01-17,Launching Produk Baru,9155,424,543992,13,5732714
2025-05-07,Flash Sale Akhir Bulan,38985,1127,2185253,14,5203058
2025-03-25,Lookalike Audience,39446,607,1394886,5,778630
2025-01-10,Flash Sale Akhir Bulan,3309,36,76428,0,0
2025-05-09,Lookalike Audience,13386,357,723639,3,836733
2025-06-24,Flash Sale Akhir Bulan,27311,619,1099344,22,7411690
2025-03-23,Promo Diskon 50%,19248,637,1203293,15,3775245
2025-04-25,Launching Produk Baru,44110,367,993469,10,2001810
2025-06-17,Retargeting Web,27596,1638,2384928,70,34437550
2025-01-22,Retargeting Web,33867,2413,6129020,68,33199436
2025-06-21,Promo Diskon 50%,20842,536,1193672,12,4025028
2025-03-07,Promo Diskon 50%,38256,1163,2499287,27,10699911
2025-01-13,Lookalike Audience,31694,538,1568270,20,9171240
2025-04-10,Promo Diskon 50%,33036,1068,1411896,29,10770977
2025-01-13,Flash Sale Akhir Bulan,9873,173,205697,5,2161200
2025-03-18,Flash Sale Akhir Bulan,18652,281,344225,8,2255480
2025-02-18,Promo Diskon 50%,26884,1280,3813120,48,11463936
2025-03-07,Retargeting Web,9302,493,962336,25,9388500
2025-01-17,Flash Sale Akhir Bulan,25759,1074,2174850,7,2103311
2025-06-11,Launching Produk Baru,49133,1238,1704726,48,8804448
2025-04-01,Launching Produk Baru,33716,1089,2580930,24,6929088
2025-05-04,Promo Diskon 50%,23202,737,1984004,8,2700936
2025-03-15,Flash Sale Akhir Bulan,31498,671,1818410,7,2837968
2025-02-26,Flash Sale Akhir Bulan,46548,2245,3612205,63,27895014
2025-05-13,Retargeting Web,34457,1605,4380045,59,13703871
2025-06-20,Retargeting Web,43032,2698,5652310,151,23476574
2025-02-25,Flash Sale Akhir Bulan,18567,672,1960896,5,819300
2025-05-13,Retargeting Web,4710,345,971865,9,4490172
2025-02-02,Promo Diskon 50%,5360,176,287056,1,243670
2025-01-16,Promo Diskon 50%,5372,227,546162,4,1469920
2025-05-09,Promo Diskon 50%,4053,150,308100,2,449414
2025-06-04,Lookalike Audience,47160,1967,3196375,15,6931230
2025-05-28,Lookalike Audience,15004,372,796824,13,5298267
2025-05-24,Flash Sale Akhir Bulan,45826,1715,3256785,10,4760860
2025-01-13,Promo Diskon 50%,10664,165,376530,4,1486840
2025-04-02,Lookalike Audience,11085,96,249120,3,667767
2025-06-14,Flash Sale Akhir Bulan,39314,977,1681417,30,8388330
2025-01-22,Lookalike Audience,29340,526,739556,5,2247200
2025-05-02,Promo Diskon 50%,5276,84,209748,1,263266
2025-06-01,Launching Produk Baru,46116,1836,2429028,40,8853240
2025-01-19,Launching Produk Baru,23689,728,2034032,22,4034756
2025-06-04,Retargeting Web,41968,2891,8661436,171,79204635
2025-05-08,Flash Sale Akhir Bulan,21429,1033,2946116,20,4540320
2025-02-23,Flash Sale Akhir Bulan,33834,1165,1550615,6,2099616
2025-02-14,Flash Sale Akhir Bulan,14661,593,1446327,20,4680720
2025-06-09,Promo Diskon 50%,31121,265,479120,8,3338704
2025-06-20,Retargeting Web,10198,333,712287,7,3472644
2025-03-18,Flash Sale Akhir Bulan,17241,734,593806,19,6277942
2025-05-24,Promo Diskon 50%,47814,1860,1897200,34,11595122
2025-06-06,Promo Diskon 50%,18451,635,704215,6,1510290
2025-03-20,Retargeting Web,43810,3114,7716492,128,27573504
2025-04-11,Flash Sale Akhir Bulan,45083,1221,1586079,22,7705368
2025-03-08,Launching Produk Baru,24188,195,339300,5,2332970
2025-01-23,Launching Produk Baru,32176,355,573325,3,1215108
2025-04-05,Lookalike Audience,8992,383,521263,5,2366390
2025-01-21,Lookalike Audience,11705,217,343945,4,1662080
2025-05-19,Promo Diskon 50%,30857,1000,1879000,6,2201268
2025-01-07,Promo Diskon 50%,2250,52,95264,1,439029
2025-02-25,Promo Diskon 50%,25340,1022,1467592,21,7568484
2025-04-13,Flash Sale Akhir Bulan,46483,2071,3997030,48,9099264
2025-01-12,Lookalike Audience,7257,229,268388,3,785769
2025-01-13,Lookalike Audience,40747,1101,2231727,34,8968826
2025-05-26,Promo Diskon 50%,5855,46,108974,1,314987
2025-04-17,Promo Diskon 50%,48091,417,683463,13,5132257
2025-05-20,Launching Produk Baru,2568,45,103590,0,0
2025-02-17,Lookalike Audience,2910,69,88182,1,225416
2025-03-20,Lookalike Audience,40124,1444,1842544,23,7925455
2025-05-06,Promo Diskon 50%,47195,1722,2186940,20,3304520
2025-05-24,Launching Produk Baru,10893,313,510503,6,1178754
2025-02-14,Retargeting Web,29232,1213,2942738,25,8638550
2025-06-25,Launching Produk Baru,28865,820,2280420,21,3400257
2025-03-20,Launching Produk Baru,4312,195,208650,1,188493
2025-02-12,Retargeting Web,20267,1341,2409777,43,7589156
2025-06-10,Flash Sale Akhir Bulan,21784,305,475495,6,1644546
2025-03-26,Promo Diskon 50%,14167,321,741189,8,3522672
2025-05-30,Retargeting Web,23165,1675,3599575,90,28576170
2025-01-29,Flash Sale Akhir Bulan,34177,1468,2596892,56,14988848
2025-06-12,Launching Produk Baru,14634,316,601980,3,749922
2025-05-23,Promo Diskon 50%,1610,59,121953,2,308116
2025-05-30,Launching Produk Baru,24340,495,862290,6,1819014
